Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,title_fight,event_name,event_date,event_location,fight_url,weight_class,method,round,fight_time,performance_bonus_winner,fight_otn_bonus,winner,fighter_red,fighter_blue,record_red,record_blue,dob_red,dob_blue,height_red,height_blue,reach_red,reach_blue,stance_red,stance_blue,kd_red,kd_blue,sig_str_red,sig_str_blue,sig_str_percent_red,sig_str_percent_blue,td_red,td_blue,td_pct_red,td_pct_blue,clinch_red,clinch_blue,ground_red,ground_blue,sub_att_red,sub_att_blue,rev_red,rev_blue,ctrl_red,ctrl_blue,head_red,head_blue,body_red,body_blue,leg_red,leg_blue,distance_red,distance_blue,total_strikes_red,total_strikes_blue
,,,,,,0,UFC Fight Night: Allen vs. Costa,2026-05-16," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/fc1266e2892ed111,Featherweight,"KO/TKO, Punch",2,4:29,0,1,Dooho Choi,Dooho Choi,Daniel Santos,17-4-1,14-3-0,"Apr 10, 1991","Mar 12, 1995","5' 10""","5' 7""","70""","67""",Orthodox,Orthodox,1,0,72 of 138,72 of 182,52%,39%,0 of 0,0 of 6,---,0%,3 of 3,8 of 10,2 of 2,0 of 0,0,0,0,0,0:11,0:54,56 of 122,54 of 156,13 of 13,15 of 22,3 of 3,3 of 4,67 of 133,64 of 172,79 of 145,74 of 186
,,,,,,0,UFC Fight Night: Allen vs. Costa,2026-05-16," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/ecb7ff543dd41bf8,Bantamweight,"SUB, Rear Naked Choke",2,4:08,1,0,Juan Diaz,Malcolm Wellmaker,Juan Diaz,10-2-0,16-1-1,"Jun 04, 1994","Jun 03, 1998","5' 10""","5' 8""","71""","69""",Switch,Orthodox,0,0,15 of 33,13 of 25,45%,52%,0 of 0,5 of 8,---,62%,1 of 1,2 of 3,0 of 0,1 of 1,0,1,0,0,0:00,3:48,3 of 11,3 of 9,9 of 18,3 of 3,3 of 4,7 of 13,14 of 32,10 of 21,15 of 34,18 of 32
,,,,,,0,UFC Fight Night: Allen vs. Costa,2026-05-16," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/57bd683efc797fc1,Catch Weight,S-DEC,3,5:00,0,0,Modestas Bukauskas,Modestas Bukauskas,Christian Edwards,20-7-0,8-5-0,"Feb 10, 1994","Nov 05, 1998","6' 3""","6' 5""","76""","78""",Switch,Southpaw,0,0,36 of 80,36 of 71,45%,50%,0 of 0,0 of 4,---,0%,6 of 6,9 of 10,0 of 0,0 of 0,0,0,0,0,2:15,4:22,21 of 64,13 of 41,10 of 11,17 of 20,5 of 5,6 of 10,30 of 74,27 of 61,52 of 99,51 of 89
,,,,,,0,UFC Fight Night: Allen vs. Costa,2026-05-16," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/a6ec8573a9d38c51,Bantamweight,"SUB, Rear Naked Choke",2,2:25,0,0,Benardo Sopaj,Timmy Cuamba,Benardo Sopaj,10-4-0,13-3-0,"Feb 08, 1999","Sep 25, 2000","5' 9""","5' 6""","71""","66""",Orthodox,Orthodox,0,1,29 of 80,37 of 56,36%,66%,0 of 0,1 of 3,---,33%,0 of 0,0 of 0,0 of 0,23 of 24,0,2,0,0,0:11,1:54,12 of 54,34 of 53,9 of 13,0 of 0,8 of 13,3 of 3,29 of 80,14 of 32,29 of 80,66 of 92
,,,,,,0,UFC Fight Night: Allen vs. Costa,2026-05-16," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/ec32745308e2b055,Welterweight,"KO/TKO, Punches",1,3:31,0,0,Khaos Williams,Nikolay Veretennikov,Khaos Williams,14-8-0,16-5-0,"Dec 22, 1989","Mar 30, 1994","6' 1""","6' 0""","74""","77""",Orthodox,Orthodox,0,1,13 of 25,21 of 56,52%,37%,0 of 0,0 of 0,---,---,1 of 2,1 of 4,0 of 0,0 of 0,0,0,0,0,0:00,0:54,8 of 19,9 of 35,3 of 4,7 of 9,2 of 2,5 of 12,12 of 23,20 of 52,20 of 33,36 of 73
,,,,,,0,UFC Fight Night: Allen vs. Costa,2026-05-16," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/6242cda790f2085d,Light Heavyweight,U-DEC,3,5:00,0,0,Ivan Erslan,Tuco Tokkos,Ivan Erslan,11-6-0,15-6-0 (1 NC),"Jun 30, 1990","Nov 15, 1991","6' 4""","6' 2""","76""","72""",Orthodox,Orthodox,0,0,54 of 123,37 of 66,43%,56%,0 of 6,2 of 3,0%,66%,2 of 3,4 of 6,0 of 0,5 of 8,1,0,0,0,1:09,8:31,40 of 100,35 of 64,8 of 16,2 of 2,6 of 7,0 of 0,52 of 120,28 of 52,57 of 126,118 of 166
,,,,,,0,UFC Fight Night: Allen vs. Costa,2026-05-16," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/c9e0aa88afb81dab,Lightweight,"KO/TKO, Punches",2,2:51,0,0,Tommy Gantt,Tommy Gantt,Artur Minev,12-0-0 (1 NC),7-1-0,"Jan 09, 1993","Sep 27, 2003","5' 11""","5' 9""","76""","69""",Orthodox,Orthodox,0,0,28 of 38,8 of 13,73%,61%,6 of 17,0 of 1,35%,0%,10 of 12,5 of 6,15 of 16,0 of 0,0,0,0,0,5:15,0:53,19 of 27,2 of 7,9 of 11,5 of 5,0 of 0,1 of 1,3 of 10,3 of 7,72 of 84,28 of 33
,,,,,,0,UFC Fight Night: Allen vs. Costa,2026-05-16," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/5f7111b982bcf6e3,Women's Bantamweight,U-DEC,3,5:00,0,0,Ketlen Vieira,Ketlen Vieira,Jacqueline Cavalcanti,16-5-0,10-2-0,"Aug 26, 1991","Aug 29, 1997","5' 8""","5' 8""","68""","70""",Orthodox,Orthodox,0,0,30 of 92,53 of 110,32%,48%,1 of 4,0 of 0,25%,---,0 of 0,0 of 0,1 of 2,0 of 0,0,0,0,0,4:42,0:00,27 of 86,15 of 62,2 of 5,16 of 25,1 of 1,22 of 23,29 of 90,53 of 110,66 of 158,72 of 130
,,,,,,0,UFC Fight Night: Allen vs. Costa,2026-05-16," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/48cb604345f11766,Middleweight,"KO/TKO, Punches",2,0:44,0,0,Cody Brundage,Cody Brundage,Andre Petroski,12-9-1 (1 NC),13-6-0,"May 16, 1994","Jun 12, 1991","6' 0""","6' 0""","72""","73""",Orthodox,Switch,1,0,43 of 60,8 of 17,71%,47%,0 of 0,1 of 1,---,100%,0 of 0,0 of 0,35 of 48,1 of 1,0,0,0,0,0:34,1:56,40 of 55,2 of 7,2 of 2,1 of 4,1 of 3,5 of 6,8 of 12,7 of 16,44 of 62,21 of 30
,,,,,,0,UFC Fight Night: Allen vs. Costa,2026-05-16," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/b98ead4eff6bf872,Women's Strawweight,"SUB, Calf Slicer",2,4:36,1,0,Alice Ardelean,Alice Ardelean,Polyana Viana,12-7-0,13-9-0,"Apr 19, 1992","Jun 14, 1992","5' 3""","5' 5""","62""","67""",Orthodox,Orthodox,0,0,46 of 94,34 of 75,48%,45%,1 of 1,0 of 0,100%,---,1 of 1,5 of 9,0 of 0,0 of 0,1,0,0,0,4:05,0:13,22 of 61,9 of 44,10 of 17,13 of 19,14 of 16,12 of 12,45 of 93,29 of 66,80 of 139,80 of 137
,,,,,,0,UFC Fight Night: Allen vs. Costa,2026-05-16," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/b482d4452e4d0eee,Flyweight,U-DEC,3,5:00,0,0,Luis Gurule,Daniel Barez,Luis Gurule,17-8-0,11-3-0,"Dec 10, 1988","Nov 16, 1993","5' 6""","5' 5""","66""","64""",Orthodox,Orthodox,0,0,113 of 246,149 of 299,45%,49%,1 of 3,1 of 5,33%,20%,5 of 5,16 of 21,0 of 0,0 of 0,0,1,0,1,0:48,2:26,79 of 208,129 of 273,20 of 22,8 of 13,14 of 16,12 of 13,108 of 241,133 of 278,117 of 252,178 of 335
,,,,,,0,UFC Fight Night: Allen vs. Costa,2026-05-16," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/39417b7d07c2fd83,Women's Strawweight,"SUB, Arm Triangle",3,3:08,0,0,Nicolle Caliari,Shauna Bannon,Nicolle Caliari,7-3-0,9-4-0,"Oct 23, 1993","Nov 04, 1996","5' 5""","5' 3""","65""","62""",Switch,Orthodox,0,0,29 of 49,20 of 38,59%,52%,0 of 1,4 of 9,0%,44%,1 of 2,2 of 2,9 of 9,10 of 10,0,1,0,0,1:50,9:18,16 of 31,18 of 35,9 of 11,2 of 3,4 of 7,0 of 0,19 of 38,8 of 26,158 of 183,50 of 68
,,,,,,0,UFC Fight Night: Allen vs. Costa,2026-05-16," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/e4aa608124896794,Featherweight,U-DEC,5,5:00,0,0,Arnold Allen,Arnold Allen,Melquizael Costa,21-4-0,26-8-0,"Jan 22, 1994","Sep 14, 1996","5' 8""","5' 10""","70""","71""",Southpaw,Southpaw,1,0,98 of 152,100 of 254,64%,39%,7 of 7,0 of 4,100%,0%,0 of 2,0 of 1,19 of 19,3 of 4,0,0,0,0,9:28,1:45,81 of 134,47 of 173,6 of 7,20 of 42,11 of 11,33 of 39,79 of 131,97 of 249,156 of 222,118 of 280
,,,,,,0,UFC Fight Night: Allen vs. Costa,2026-05-16," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/fc1266e2892ed111,Featherweight,"KO/TKO, Punch",2,4:29,0,1,Dooho Choi,Dooho Choi,Daniel Santos,17-4-1,14-3-0,"Apr 10, 1991","Mar 12, 1995","5' 10""","5' 7""","70""","67""",Orthodox,Orthodox,1,0,72 of 138,72 of 182,52%,39%,0 of 0,0 of 6,---,0%,3 of 3,8 of 10,2 of 2,0 of 0,0,0,0,0,0:11,0:54,56 of 122,54 of 156,13 of 13,15 of 22,3 of 3,3 of 4,67 of 133,64 of 172,79 of 145,74 of 186
,,,,,,0,UFC Fight Night: Allen vs. Costa,2026-05-16," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/ecb7ff543dd41bf8,Bantamweight,"SUB, Rear Naked Choke",2,4:08,1,0,Juan Diaz,Malcolm Wellmaker,Juan Diaz,10-2-0,16-1-1,"Jun 04, 1994","Jun 03, 1998","5' 10""","5' 8""","71""","69""",Switch,Orthodox,0,0,15 of 33,13 of 25,45%,52%,0 of 0,5 of 8,---,62%,1 of 1,2 of 3,0 of 0,1 of 1,0,1,0,0,0:00,3:48,3 of 11,3 of 9,9 of 18,3 of 3,3 of 4,7 of 13,14 of 32,10 of 21,15 of 34,18 of 32
,,,,,,0,UFC Fight Night: Allen vs. Costa,2026-05-16," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/57bd683efc797fc1,Catch Weight,S-DEC,3,5:00,0,0,Modestas Bukauskas,Modestas Bukauskas,Christian Edwards,20-7-0,8-5-0,"Feb 10, 1994","Nov 05, 1998","6' 3""","6' 5""","76""","78""",Switch,Southpaw,0,0,36 of 80,36 of 71,45%,50%,0 of 0,0 of 4,---,0%,6 of 6,9 of 10,0 of 0,0 of 0,0,0,0,0,2:15,4:22,21 of 64,13 of 41,10 of 11,17 of 20,5 of 5,6 of 10,30 of 74,27 of 61,52 of 99,51 of 89
,,,,,,0,UFC Fight Night: Allen vs. Costa,2026-05-16," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/a6ec8573a9d38c51,Bantamweight,"SUB, Rear Naked Choke",2,2:25,0,0,Benardo Sopaj,Timmy Cuamba,Benardo Sopaj,10-4-0,13-3-0,"Feb 08, 1999","Sep 25, 2000","5' 9""","5' 6""","71""","66""",Orthodox,Orthodox,0,1,29 of 80,37 of 56,36%,66%,0 of 0,1 of 3,---,33%,0 of 0,0 of 0,0 of 0,23 of 24,0,2,0,0,0:11,1:54,12 of 54,34 of 53,9 of 13,0 of 0,8 of 13,3 of 3,29 of 80,14 of 32,29 of 80,66 of 92
,,,,,,0,UFC Fight Night: Allen vs. Costa,2026-05-16," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/ec32745308e2b055,Welterweight,"KO/TKO, Punches",1,3:31,0,0,Khaos Williams,Nikolay Veretennikov,Khaos Williams,14-8-0,16-5-0,"Dec 22, 1989","Mar 30, 1994","6' 1""","6' 0""","74""","77""",Orthodox,Orthodox,0,1,13 of 25,21 of 56,52%,37%,0 of 0,0 of 0,---,---,1 of 2,1 of 4,0 of 0,0 of 0,0,0,0,0,0:00,0:54,8 of 19,9 of 35,3 of 4,7 of 9,2 of 2,5 of 12,12 of 23,20 of 52,20 of 33,36 of 73
,,,,,,0,UFC Fight Night: Allen vs. Costa,2026-05-16," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/6242cda790f2085d,Light Heavyweight,U-DEC,3,5:00,0,0,Ivan Erslan,Tuco Tokkos,Ivan Erslan,11-6-0,15-6-0 (1 NC),"Jun 30, 1990","Nov 15, 1991","6' 4""","6' 2""","76""","72""",Orthodox,Orthodox,0,0,54 of 123,37 of 66,43%,56%,0 of 6,2 of 3,0%,66%,2 of 3,4 of 6,0 of 0,5 of 8,1,0,0,0,1:09,8:31,40 of 100,35 of 64,8 of 16,2 of 2,6 of 7,0 of 0,52 of 120,28 of 52,57 of 126,118 of 166
,,,,,,0,UFC Fight Night: Allen vs. Costa,2026-05-16," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/c9e0aa88afb81dab,Lightweight,"KO/TKO, Punches",2,2:51,0,0,Tommy Gantt,Tommy Gantt,Artur Minev,12-0-0 (1 NC),7-1-0,"Jan 09, 1993","Sep 27, 2003","5' 11""","5' 9""","76""","69""",Orthodox,Orthodox,0,0,28 of 38,8 of 13,73%,61%,6 of 17,0 of 1,35%,0%,10 of 12,5 of 6,15 of 16,0 of 0,0,0,0,0,5:15,0:53,19 of 27,2 of 7,9 of 11,5 of 5,0 of 0,1 of 1,3 of 10,3 of 7,72 of 84,28 of 33
,,,,,,0,UFC Fight Night: Allen vs. Costa,2026-05-16," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/5f7111b982bcf6e3,Women's Bantamweight,U-DEC,3,5:00,0,0,Ketlen Vieira,Ketlen Vieira,Jacqueline Cavalcanti,16-5-0,10-2-0,"Aug 26, 1991","Aug 29, 1997","5' 8""","5' 8""","68""","70""",Orthodox,Orthodox,0,0,30 of 92,53 of 110,32%,48%,1 of 4,0 of 0,25%,---,0 of 0,0 of 0,1 of 2,0 of 0,0,0,0,0,4:42,0:00,27 of 86,15 of 62,2 of 5,16 of 25,1 of 1,22 of 23,29 of 90,53 of 110,66 of 158,72 of 130
,,,,,,0,UFC Fight Night: Allen vs. Costa,2026-05-16," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/48cb604345f11766,Middleweight,"KO/TKO, Punches",2,0:44,0,0,Cody Brundage,Cody Brundage,Andre Petroski,12-9-1 (1 NC),13-6-0,"May 16, 1994","Jun 12, 1991","6' 0""","6' 0""","72""","73""",Orthodox,Switch,1,0,43 of 60,8 of 17,71%,47%,0 of 0,1 of 1,---,100%,0 of 0,0 of 0,35 of 48,1 of 1,0,0,0,0,0:34,1:56,40 of 55,2 of 7,2 of 2,1 of 4,1 of 3,5 of 6,8 of 12,7 of 16,44 of 62,21 of 30
,,,,,,0,UFC Fight Night: Allen vs. Costa,2026-05-16," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/b98ead4eff6bf872,Women's Strawweight,"SUB, Calf Slicer",2,4:36,1,0,Alice Ardelean,Alice Ardelean,Polyana Viana,12-7-0,13-9-0,"Apr 19, 1992","Jun 14, 1992","5' 3""","5' 5""","62""","67""",Orthodox,Orthodox,0,0,46 of 94,34 of 75,48%,45%,1 of 1,0 of 0,100%,---,1 of 1,5 of 9,0 of 0,0 of 0,1,0,0,0,4:05,0:13,22 of 61,9 of 44,10 of 17,13 of 19,14 of 16,12 of 12,45 of 93,29 of 66,80 of 139,80 of 137
,,,,,,0,UFC Fight Night: Allen vs. Costa,2026-05-16," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/b482d4452e4d0eee,Flyweight,U-DEC,3,5:00,0,0,Luis Gurule,Daniel Barez,Luis Gurule,17-8-0,11-3-0,"Dec 10, 1988","Nov 16, 1993","5' 6""","5' 5""","66""","64""",Orthodox,Orthodox,0,0,113 of 246,149 of 299,45%,49%,1 of 3,1 of 5,33%,20%,5 of 5,16 of 21,0 of 0,0 of 0,0,1,0,1,0:48,2:26,79 of 208,129 of 273,20 of 22,8 of 13,14 of 16,12 of 13,108 of 241,133 of 278,117 of 252,178 of 335
,,,,,,0,UFC Fight Night: Allen vs. Costa,2026-05-16," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/39417b7d07c2fd83,Women's Strawweight,"SUB, Arm Triangle",3,3:08,0,0,Nicolle Caliari,Shauna Bannon,Nicolle Caliari,7-3-0,9-4-0,"Oct 23, 1993","Nov 04, 1996","5' 5""","5' 3""","65""","62""",Switch,Orthodox,0,0,29 of 49,20 of 38,59%,52%,0 of 1,4 of 9,0%,44%,1 of 2,2 of 2,9 of 9,10 of 10,0,1,0,0,1:50,9:18,16 of 31,18 of 35,9 of 11,2 of 3,4 of 7,0 of 0,19 of 38,8 of 26,158 of 183,50 of 68
,,,,,,0,UFC Fight Night: Song vs. Figueiredo,2026-05-30," Macau, China",http://ufcstats.com/fight-details/423f32dd018ac218,Bantamweight,"SUB, Guillotine Choke",2,4:42,1,0,Song Yadong,Song Yadong,Deiveson Figueiredo,23-9-1 (1 NC),25-7-1,"Dec 02, 1997","Dec 18, 1987","5' 8""","5' 5""","67""","68""",Orthodox,Orthodox,0,0,24 of 52,9 of 17,46%,52%,1 of 1,1 of 4,100%,25%,1 of 2,0 of 0,0 of 0,0 of 0,1,0,0,0,0:03,0:35,6 of 29,2 of 8,4 of 7,5 of 7,14 of 16,2 of 2,23 of 50,9 of 17,30 of 58,17 of 26
,,,,,,0,UFC Fight Night: Song vs. Figueiredo,2026-05-30," Macau, China",http://ufcstats.com/fight-details/a23d84f15207e459,Light Heavyweight,"KO/TKO, Punch",1,4:15,0,1,Alonzo Menifield,Zhang Mingyang,Alonzo Menifield,19-8-0,18-6-1,"Aug 16, 1998","Oct 18, 1987","6' 2""","6' 0""","75""","76""",Orthodox,Orthodox,0,2,16 of 37,28 of 52,43%,53%,0 of 0,0 of 0,---,---,9 of 10,2 of 5,0 of 0,3 of 3,0,0,0,0,0:43,1:47,2 of 21,26 of 50,13 of 15,0 of 0,1 of 1,2 of 2,7 of 27,23 of 44,28 of 51,42 of 68
,,,,,,0,UFC Fight Night: Song vs. Figueiredo,2026-05-30," Macau, China",http://ufcstats.com/fight-details/f74e4afdf6ae29d1,Heavyweight,"KO/TKO, Punch",1,0:39,0,0,Sergei Pavlovich,Sergei Pavlovich,Tallison Teixeira,21-3-0,9-2-0,"May 13, 1992","Dec 07, 1999","6' 3""","6' 7""","84""","83""",Southpaw,Orthodox,1,0,7 of 9,0 of 4,77%,0%,0 of 0,0 of 0,---,---,0 of 0,0 of 0,1 of 2,0 of 0,0,0,0,0,0:05,0:00,7 of 9,0 of 2,0 of 0,0 of 0,0 of 0,0 of 2,6 of 7,0 of 4,10 of 13,0 of 4
,,,,,,0,UFC Fight Night: Song vs. Figueiredo,2026-05-30," Macau, China",http://ufcstats.com/fight-details/00959e29e4a10e26,Bantamweight,"KO/TKO, Punch",1,1:50,1,0,Kai Asakura,Kai Asakura,Cameron Smotherman,22-6-0,12-7-0,"Oct 31, 1993","Sep 17, 1997","5' 8""","5' 9""","69""","69""",Orthodox,Orthodox,1,0,9 of 21,3 of 7,42%,42%,0 of 0,0 of 0,---,---,0 of 0,0 of 0,1 of 3,0 of 0,0,0,0,0,0:03,0:00,6 of 17,3 of 6,2 of 2,0 of 1,1 of 2,0 of 0,8 of 18,3 of 7,9 of 21,3 of 7
,,,,,,0,UFC Fight Night: Song vs. Figueiredo,2026-05-30," Macau, China",http://ufcstats.com/fight-details/c1c9dfd0c0952f18,Welterweight,U-DEC,3,5:00,0,0,Jake Matthews,Jake Matthews,Carlston Harris,23-8-0,19-8-0,"Aug 19, 1994","Jul 09, 1987","5' 11""","6' 0""","73""","76""",Orthodox,Orthodox,1,0,55 of 96,27 of 75,57%,36%,0 of 0,0 of 3,---,0%,0 of 0,0 of 0,6 of 7,0 of 0,0,0,0,1,9:30,0:27,46 of 87,12 of 57,9 of 9,11 of 13,0 of 0,4 of 5,49 of 89,27 of 75,109 of 173,40 of 88
,,,,,,0,UFC Fight Night: Song vs. Figueiredo,2026-05-30," Macau, China",http://ufcstats.com/fight-details/7e8749cbf32ef1f8,Flyweight,CNC,2,1:45,0,0,NC,Alex Perez,Sumudaerji,26-10-0 (1 NC),19-7-0 (1 NC),"Mar 21, 1992","Jan 20, 1996","5' 6""","5' 8""","65""","72""",Orthodox,Southpaw,0,1,9 of 45,26 of 53,20%,49%,0 of 2,1 of 2,0%,50%,1 of 3,1 of 1,0 of 0,5 of 7,1,0,0,0,0:32,1:11,4 of 29,15 of 38,3 of 11,5 of 9,2 of 5,6 of 6,8 of 42,20 of 45,22 of 58,31 of 58
,,,,,,0,UFC Fight Night: Song vs. Figueiredo,2026-05-30," Macau, China",http://ufcstats.com/fight-details/f6d09973de0f83e7,Middleweight,"KO/TKO, Punch",1,3:40,0,0,Luis Felipe Dias,YiSak Lee,Luis Felipe Dias,8-2-0,18-5-0,"Jan 01, 2000","Jan 17, 1995","6' 0""","5' 10""","72""","74""",Orthodox,,0,1,10 of 25,21 of 40,40%,52%,0 of 0,0 of 0,---,---,0 of 0,0 of 0,0 of 0,3 of 4,0,0,0,0,0:00,0:03,3 of 15,14 of 31,1 of 2,3 of 4,6 of 8,4 of 5,10 of 25,18 of 36,10 of 25,21 of 40
,,,,,,0,UFC Fight Night: Song vs. Figueiredo,2026-05-30," Macau, China",http://ufcstats.com/fight-details/bc0b3c16246e0d1d,Welterweight,S-DEC,3,5:00,0,0,Jose Souza,Ding Meng,Jose Souza,35-10-0,9-1-0,"Sep 27, 1994","May 23, 2002","6' 2""","6' 3""","73""","79""",Orthodox,Orthodox,0,0,63 of 146,72 of 153,43%,47%,0 of 0,0 of 0,---,---,1 of 1,1 of 2,0 of 0,0 of 0,0,0,0,0,0:00,0:00,13 of 74,61 of 135,8 of 21,7 of 14,42 of 51,4 of 4,62 of 145,71 of 151,63 of 146,72 of 153
,,,,,,0,UFC Fight Night: Song vs. Figueiredo,2026-05-30," Macau, China",http://ufcstats.com/fight-details/3bc0190fb17ba42f,Bantamweight,"KO/TKO, Knee",2,2:11,0,0,Cody Haddon,Aoriqileng,Cody Haddon,26-13-0 (1 NC),9-1-0,"Jun 25, 1993","Sep 08, 1998","5' 7""","5' 7""","69""","69""",Orthodox,Orthodox,0,1,6 of 11,57 of 70,54%,81%,0 of 0,2 of 6,---,33%,0 of 0,4 of 4,0 of 2,45 of 49,1,0,0,0,0:00,5:30,4 of 9,46 of 59,2 of 2,10 of 10,0 of 0,1 of 1,6 of 9,8 of 17,12 of 17,84 of 105
,,,,,,0,UFC Fight Night: Song vs. Figueiredo,2026-05-30," Macau, China",http://ufcstats.com/fight-details/224dce2c0b03e7eb,Bantamweight,"SUB, Rear Naked Choke",1,3:19,0,0,Rei Tsuruya,Rei Tsuruya,Luis Gurule,11-1-0,11-4-0,"Jun 22, 2002","Nov 16, 1993","5' 6""","5' 5""","68""","64""",Orthodox,Orthodox,0,0,17 of 27,1 of 2,62%,50%,1 of 3,0 of 0,33%,---,0 of 0,0 of 0,14 of 19,0 of 0,1,0,0,0,2:17,0:00,17 of 26,0 of 0,0 of 1,0 of 1,0 of 0,1 of 1,3 of 8,1 of 2,20 of 30,1 of 2
,,,,,,0,UFC Fight Night: Song vs. Figueiredo,2026-05-30," Macau, China",http://ufcstats.com/fight-details/3f719885c9916e06,Women's Strawweight,U-DEC,3,5:00,0,0,Angela Hill,Angela Hill,Xiong Jingnan,19-16-0,19-3-0,"Jan 12, 1985","Jan 12, 1988","5' 3""","5' 4""","64""","63""",Orthodox,Switch,0,0,122 of 197,68 of 198,61%,34%,1 of 4,0 of 0,25%,---,28 of 35,10 of 18,0 of 0,0 of 0,1,0,0,0,2:06,0:07,77 of 145,33 of 146,43 of 50,21 of 34,2 of 2,14 of 18,94 of 162,58 of 180,136 of 212,91 of 224
,,,,,,0,UFC Fight Night: Song vs. Figueiredo,2026-05-30," Macau, China",http://ufcstats.com/fight-details/34d5ec676fb5bce3,Featherweight,"KO/TKO, Punches",1,1:50,0,0,Rodrigo Vera,Zhu Kangjie,Rodrigo Vera,21-5-0 (1 NC),22-1-1,"Jan 16, 1996","Oct 18, 1995","5' 6""","5' 8""","70""","68""",Orthodox,Orthodox,0,1,7 of 14,17 of 29,50%,58%,0 of 0,1 of 1,---,100%,0 of 0,1 of 2,0 of 0,9 of 11,0,0,0,0,0:00,0:41,2 of 8,13 of 20,2 of 2,1 of 1,3 of 4,3 of 8,7 of 14,7 of 16,12 of 19,25 of 38
,,,,,,0,UFC Fight Night: Song vs. Figueiredo,2026-05-30," Macau, China",http://ufcstats.com/fight-details/370ff29489150560,Women's Strawweight,"SUB, Armbar",1,4:04,0,0,Jaqueline Amorim,Loma Lookboonmee,Jaqueline Amorim,10-5-0,11-2-0,"Jan 18, 1996","Jun 24, 1995","5' 1""","5' 3""","61""","68""",Orthodox,Orthodox,0,0,3 of 7,0 of 7,42%,0%,0 of 0,0 of 2,---,0%,1 of 2,0 of 0,0 of 0,0 of 0,0,3,0,1,0:08,2:58,1 of 3,0 of 4,0 of 1,0 of 1,2 of 3,0 of 2,2 of 5,0 of 7,10 of 16,5 of 15
,,,,,,0,UFC Fight Night: Muhammad vs. Bonfim,2026-06-06," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/5c69b019e6deee41,Welterweight,U-DEC,5,5:00,0,0,Gabriel Bonfim,Belal Muhammad,Gabriel Bonfim,24-6-0 (1 NC),20-1-0,"Jul 09, 1988","Aug 20, 1997","5' 11""","6' 1""","72""","72""",Orthodox,Orthodox,0,0,86 of 275,128 of 260,31%,49%,0 of 2,0 of 1,0%,0%,0 of 2,2 of 2,0 of 0,0 of 0,0,0,0,0,0:08,0:00,52 of 228,83 of 212,22 of 33,11 of 11,12 of 14,34 of 37,86 of 273,126 of 258,86 of 275,128 of 261
,,,,,,0,UFC Fight Night: Muhammad vs. Bonfim,2026-06-06," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/419fff06f338f5c6,Middleweight,U-DEC,3,5:00,0,1,Brendan Allen,Brendan Allen,Edmen Shahbazyan,27-7-0,16-6-0,"Dec 28, 1995","Nov 20, 1997","6' 2""","6' 2""","75""","74""",Orthodox,Orthodox,0,0,89 of 194,90 of 180,45%,50%,1 of 4,0 of 1,25%,0%,10 of 20,5 of 7,0 of 0,0 of 0,0,0,0,0,0:28,0:08,61 of 160,83 of 171,10 of 16,4 of 4,18 of 18,3 of 5,79 of 174,85 of 173,91 of 196,90 of 180
,,,,,,0,UFC Fight Night: Muhammad vs. Bonfim,2026-06-06," Las Vegas, Nevada, USA",http://ufcstats.com/fight-details/58ffa2dac4f2e7d0,Lightweight,U-DEC,3,5:00,0,0,Tom Nolan,Fares Ziam,Tom Nolan,18-5-0,11-1-0,"Mar 21, 1997","Mar 08, 2000","6' 1""","6' 3""","75""","73""",Orthodox,Southpaw,0,0,16 of 32,31 of 66,50%,46%,3 of 5,2 of 6,60%,33%,3 of 4,7 of 13,1 of 2,11 of 21,1,0,1,1,5:07,6:47,11 of 26,13 of 38,3 of 4,11 of 16,2 of 2,7 of 12,12 of 26,13 of 32,48 of 70,65 of 116
